Snapshot Date,Warehouse,Seller SKU,WB SKU (NmID),Size,ChrtID,Quantity
2026-07-17,Абакан 2,i8-NS001,532183396,28,733053546,0
2026-07-17,Актобе,i8-80970,538158116,30,741359885,1
2026-07-17,Актобе,i8-80970,538158116,33,741359890,1
2026-07-17,Актобе,R-1056E,974838164,XL,1460492207,0
2026-07-17,Артём,M18001435,155611749,XL,259729071,0
2026-07-17,Астана Карагандинское шоссе,5624016-GM,263173346,L,408646317,1
2026-07-17,Астана Карагандинское шоссе,i8-80444,405580950,31,583852005,0
2026-07-17,Астана Карагандинское шоссе,i8-80717,405580945,33,583851972,1
2026-07-17,Астана Карагандинское шоссе,i8-80967,538158112,29,741359874,1
2026-07-17,Астана Карагандинское шоссе,i8-NS001,532183396,25,733053543,1
2026-07-17,Астана Карагандинское шоссе,i8-NS001,532183396,27,733053545,1
2026-07-17,Астана Карагандинское шоссе,i8-NS016,532183399,29,733053565,1
2026-07-17,Астана Карагандинское шоссе,i8-NS018,532183406,25,733053579,1
2026-07-17,Астана Карагандинское шоссе,M3367 1007,131176543,S,226474500,1
2026-07-17,Атакент,5625011-CR,263173326,S,408646247,1
2026-07-17,Атакент,i8-80444,405580950,31,583852005,1
2026-07-17,Атакент,R-1057E,974838166,L,1460492214,1
2026-07-17,Атакент,R-1057E,974838166,XL,1460492215,1
2026-07-17,Белая дача,i8-80545,405580951,36,583852016,0
2026-07-17,Вёшки,i8-80444,405580950,31,583852005,0
2026-07-17,Владивосток WB,5625002-DG,263166523,XL,408637084,1
2026-07-17,Владивосток WB,i8-80431,405580948,33,583851993,1
2026-07-17,Владивосток WB,i8-80444,405580950,29,583852003,1
2026-07-17,Владивосток WB,i8-80444,405580950,33,583852007,0
2026-07-17,Владивосток WB,i8-80452,405580953,33,583852028,1
2026-07-17,Владивосток WB,i8-80966,538158125,36,741359927,1
2026-07-17,Владивосток WB,i8-80970,538158116,29,741359884,1
2026-07-17,Владивосток WB,i8-80971,538158119,32,741359896,1
2026-07-17,Владивосток WB,i8-NS001,532183396,25,733053543,1
2026-07-17,Владивосток WB,i8-NS003,532183398,29,733053559,1
2026-07-17,Владивосток WB,W-700,170054361,L,282446774,1
2026-07-17,Владимир WB,5624016-DG,263173344,M,408646308,1
2026-07-17,Владимир WB,5624016-GM,263173346,L,408646317,1
2026-07-17,Владимир WB,5624016-GM,263173346,XL,408646318,1
2026-07-17,Владимир WB,5624016-LGM,263173347,XL,408646322,1
2026-07-17,Владимир WB,5624017-BL,263166512,XL,408637043,1
2026-07-17,Владимир WB,5624017-BLU,263166517,M,408637061,1
2026-07-17,Владимир WB,5624017-GR,263166515,L,408637054,1
2026-07-17,Владимир WB,5624017-GR,263166515,M,408637053,1
2026-07-17,Владимир WB,5624020-LGM,263619978,L,409301895,1
2026-07-17,Владимир WB,5624075-BL,263619966,M,409301849,1
2026-07-17,Владимир WB,5625007-BL,263173323,M,408646236,1
2026-07-17,Владимир WB,5625020-BL,263173328,S,408646255,1
2026-07-17,Владимир WB,5625029-CR,263173321,L,408646229,1
2026-07-17,Владимир WB,i8-80433,405580956,29,583852045,1
2026-07-17,Владимир WB,i8-80433,405580956,30,583852046,1
2026-07-17,Владимир WB,i8-80444,405580950,29,583852003,1
2026-07-17,Владимир WB,i8-80444,405580950,31,583852005,0
2026-07-17,Владимир WB,i8-80444,405580950,32,583852006,0
2026-07-17,Владимир WB,i8-80444,405580950,36,583852009,1
2026-07-17,Владимир WB,i8-80455,405580955,31,583852040,1
2026-07-17,Владимир WB,i8-80457,405362929,29,583851961,1
2026-07-17,Владимир WB,i8-80457,405362929,33,583851965,1
2026-07-17,Владимир WB,i8-80545,405580951,29,583852010,0
2026-07-17,Владимир WB,i8-80545,405580951,30,583852011,1
2026-07-17,Владимир WB,i8-80545,405580951,31,583852012,0
2026-07-17,Владимир WB,i8-80545,405580951,34,583852015,0
2026-07-17,Владимир WB,i8-80545,405580951,36,583852016,3
2026-07-17,Владимир WB,i8-80717,405580945,30,583851969,0
2026-07-17,Владимир WB,i8-80717,405580945,31,583851970,0
2026-07-17,Владимир WB,i8-80717,405580945,34,583851973,1
2026-07-17,Владимир WB,i8-80964,538158120,29,741359900,2
2026-07-17,Владимир WB,i8-80964,538158120,30,741359901,2
2026-07-17,Владимир WB,i8-80964,538158120,33,741359905,2
2026-07-17,Владимир WB,i8-80966,538158125,31,741359923,0
2026-07-17,Владимир WB,i8-80966,538158125,32,741359924,1
2026-07-17,Владимир WB,i8-80968,538158130,32,741359931,1
2026-07-17,Владимир WB,i8-80968,538158130,33,741359932,0
2026-07-17,Владимир WB,i8-80968,538158130,34,741359933,0
2026-07-17,Владимир WB,i8-80968,538158130,36,741359934,0
2026-07-17,Владимир WB,i8-80969,538158131,30,741359936,1
2026-07-17,Владимир WB,i8-80969,538158131,31,741359938,0
2026-07-17,Владимир WB,i8-80969,538158131,32,741359939,0
2026-07-17,Владимир WB,i8-80969,538158131,34,741359943,1
